0,0.57147865
1,0.55061055
2,0.53920095
3,0.5366979
4,0.5411545
5,0.56253795
6,0.5964436
7,0.62780715
8,0.6632547
9,0.68570795
10,0.69499895
11,0.69409525
12,0.6893045
13,0.6823874
14,0.68267235
15,0.6962472
16,0.7495684
17,0.7986156
18,0.79229855
19,0.7717996
20,0.74908265
21,0.71438585
22,0.66887485
23,0.62179305
24,0.5822634
25,0.557064
26,0.5435776
27,0.53898
28,0.54187395
29,0.5555375
30,0.5810653
31,0.6082077
32,0.6414682
33,0.6647224
34,0.67452415
35,0.6834224
36,0.6894729
37,0.6869153
38,0.6856372
39,0.6963293
40,0.7574425
41,0.81491615
42,0.8105089
43,0.7891314
44,0.7604073
45,0.7092212
46,0.6522617
47,0.60121675
48,0.5692615
49,0.55298695
50,0.5479453
51,0.55313935
52,0.5750444
53,0.63488905
54,0.7344401
55,0.7915642
56,0.80440675
57,0.81312395
58,0.8164488
59,0.81756195
60,0.8161832
61,0.8179023
62,0.81732925
63,0.8310969
64,0.88411045
65,0.9430338
66,0.94398515
67,0.9260913
68,0.89781215
69,0.84372165
70,0.7763732
71,0.71900995
72,0.68261855
73,0.66617485
74,0.66029555
75,0.6626917
76,0.68475805
77,0.74192795
78,0.83805535
79,0.88521205
80,0.88386335
81,0.8748799
82,0.86528885
83,0.85352205
84,0.83798065
85,0.83176115
86,0.8256024
87,0.8349116
88,0.8848223
89,0.9462576
90,0.94544905
91,0.9269308
92,0.89639245
93,0.84173385
94,0.77109275
95,0.7099504
96,0.67246085
97,0.6545272
98,0.6461369
99,0.64754755
100,0.66688915
101,0.7230043
102,0.8170223
103,0.8653672
104,0.8589633
105,0.84027105
106,0.8234262
107,0.80575285
108,0.78750285
109,0.77926955
110,0.7757502
111,0.7848327
112,0.834471
113,0.89790635
114,0.89711795
115,0.8779934
116,0.8481339
117,0.79357525
118,0.72454165
119,0.66637885
120,0.62951785
121,0.61133535
122,0.6044352
123,0.60700265
124,0.6276473
125,0.68486965
126,0.7833284
127,0.83258475
128,0.8253441
129,0.80972215
130,0.79607605
131,0.7817075
132,0.76735475
133,0.76073985
134,0.75754925
135,0.76707355
136,0.8146905
137,0.87717915
138,0.87724015
139,0.86086505
140,0.8319783
141,0.78169255
142,0.7155082
143,0.6573353
144,0.62140995
145,0.60277465
146,0.5930609
147,0.5941643
148,0.61282825
149,0.6656495
150,0.76005635
151,0.80947165
152,0.8093235
153,0.80464715
154,0.8013425
155,0.79403485
156,0.7837756
157,0.77985435
158,0.77504775
159,0.78141855
160,0.82030345
161,0.85024785
162,0.83454
163,0.8074946
164,0.77704835
165,0.7337561
166,0.6779289
167,0.6235655
168,0.58103875
169,0.55728345
170,0.5436189
171,0.53801865
172,0.54223745
173,0.56352245
174,0.59973285
175,0.64170485
176,0.68465805
177,0.7167931
178,0.7303255
179,0.73009565
180,0.7220971
181,0.71256205
182,0.70338575
183,0.70726215
184,0.74778175
185,0.78556855
186,0.77313525
187,0.7486696
188,0.7226636
189,0.6871409
190,0.6427124
191,0.5981768
192,0.55856395
193,0.5327075
194,0.5174015
195,0.5107936
196,0.51286935
197,0.526461
198,0.5507791
199,0.58591855
200,0.63076605
201,0.67419435
202,0.70435645
203,0.72307375
204,0.7305786
205,0.72561815
206,0.72128185
207,0.72358135
208,0.7560009
209,0.78413685
210,0.77027
211,0.74188685
212,0.70555125
213,0.6555235
214,0.6014994
215,0.5545797
216,0.5232926
217,0.50973925
218,0.5068954
219,0.513944
220,0.5411754
221,0.60326875
222,0.7071702
223,0.76317525
224,0.7682325
225,0.76543735
226,0.76543305
227,0.7628093
228,0.7611067
229,0.76385845
230,0.76525135
231,0.778814
232,0.8276264
233,0.89310005
234,0.8935537
235,0.8737161
236,0.8426871
237,0.78871205
238,0.7217665
239,0.6661415
240,0.6294382
241,0.6111142
242,0.60374645
243,0.60632425
244,0.6275392
245,0.6862145
246,0.78538535
247,0.8342144
248,0.82984855
249,0.81674105
250,0.8081132
251,0.80013565
252,0.7945626
253,0.7966801
254,0.79689825
255,0.80523485
256,0.84844805
257,0.8951059
258,0.8895834
259,0.86410535
260,0.82834175
261,0.7703605
262,0.7046202
263,0.64659545
264,0.61212595
265,0.5958175
266,0.5907814
267,0.5972342
268,0.619048
269,0.6785555
270,0.77690265
271,0.82683885
272,0.8300303
273,0.8294051
274,0.83078115
275,0.82590175
276,0.81871355
277,0.81566875
278,0.81193585
279,0.8214034
280,0.86796535
281,0.931749
282,0.92932985
283,0.9083742
284,0.87536485
285,0.8216062
286,0.75167225
287,0.69165055
288,0.65542465
289,0.63577065
290,0.62806075
291,0.6294595
292,0.64620585
293,0.70131035
294,0.79807675
295,0.8518988
296,0.8558071
297,0.85255235
298,0.83719375
299,0.81883995
300,0.8051417
301,0.8015884
302,0.7981279
303,0.80904305
304,0.85040605
305,0.9083858
306,0.9061466
307,0.88460015
308,0.8531444
309,0.80054355
310,0.7330067
311,0.67403335
312,0.6331727
313,0.6117723
314,0.6012761
315,0.60180985
316,0.61938115
317,0.67250645
318,0.76480175
319,0.81558065
320,0.8223028
321,0.82131895
322,0.8128604
323,0.8000636
324,0.7891862
325,0.78002295
326,0.77287485
327,0.77444895
328,0.80782645
329,0.8445231
330,0.82927045
331,0.80445735
332,0.77385685
333,0.73229565
334,0.67769555
335,0.6243013
336,0.58300325
337,0.55906785
338,0.5459002
339,0.54053635
340,0.54534365
341,0.5652646
342,0.60254635
343,0.64683775
344,0.69563125
345,0.7361297
346,0.7561221
347,0.7571566
348,0.74445665
349,0.73153825
350,0.72149295
351,0.720533
352,0.74990405
353,0.78494105
354,0.7762476
355,0.7464294
356,0.73123365
357,0.69427845
358,0.6509121
359,0.60600235
360,0.5684609
361,0.54627735
362,0.535293
363,0.5328725
364,0.53881905
365,0.55488095
366,0.58445575
367,0.6151707
368,0.65293415
369,0.68430355
370,0.7078156
371,0.7216933
372,0.72977595
373,0.73105955
374,0.7314288
375,0.7418768
376,0.7833266
377,0.8222941
378,0.813675
379,0.78799575
380,0.76432845
381,0.72090635
382,0.6738433
383,0.6269382
384,0.5936644
385,0.5748649
386,0.56749255
387,0.5695891
388,0.58677165
389,0.6309831
390,0.69620315
391,0.74858675
392,0.7884645
393,0.8121529
394,0.8254382
395,0.8287701
396,0.82430795
397,0.82353595
398,0.8216996
399,0.82940925
400,0.87093545
401,0.9350089
402,0.93175195
403,0.91084985
404,0.8782976
405,0.82327945
406,0.7581085
407,0.70236295
408,0.6682357
409,0.65164775
410,0.6455507
411,0.64880835
412,0.6700916
413,0.72862675
414,0.8273342
415,0.87508585
416,0.87529975
417,0.87192775
418,0.87105085
419,0.8676087
420,0.8614045
421,0.8606689
422,0.86009405
423,0.8666243
424,0.89823145
425,0.95714295
426,0.95744985
427,0.9371521
428,0.9039323
429,0.844565
430,0.7726159
431,0.7118986
432,0.6741
433,0.6545813
434,0.64622235
435,0.6476786
436,0.664934
437,0.72116005
438,0.81685935
439,0.86333565
440,0.85992375
441,0.8476991
442,0.8357416
443,0.8225459
444,0.8093899
445,0.80507025
446,0.80145635
447,0.81233375
448,0.8536262
449,0.91559995
450,0.91507885
451,0.8947552
452,0.8616392
453,0.8064742
454,0.73698155
