0,0.57561645,0.5481401,0.5286435,0.51921625,0.5209912,0.53593115,0.55911265,0.5776643,0.6054833,0.64009825,0.66298565,0.6773288,0.68658315,0.68959635,0.69047665,0.7025227,0.75030205,0.7862916,0.7755138,0.7550838,0.73203055,0.6983545,0.6540926,0.6080596
1,0.5481401,0.5286435,0.51921625,0.5209912,0.53593115,0.55911265,0.5776643,0.6054833,0.64009825,0.66298565,0.6773288,0.68658315,0.68959635,0.69047665,0.7025227,0.75030205,0.7862916,0.7755138,0.7550838,0.73203055,0.6983545,0.6540926,0.6080596,0.57147865
2,0.5286435,0.51921625,0.5209912,0.53593115,0.55911265,0.5776643,0.6054833,0.64009825,0.66298565,0.6773288,0.68658315,0.68959635,0.69047665,0.7025227,0.75030205,0.7862916,0.7755138,0.7550838,0.73203055,0.6983545,0.6540926,0.6080596,0.57147865,0.55061055
3,0.51921625,0.5209912,0.53593115,0.55911265,0.5776643,0.6054833,0.64009825,0.66298565,0.6773288,0.68658315,0.68959635,0.69047665,0.7025227,0.75030205,0.7862916,0.7755138,0.7550838,0.73203055,0.6983545,0.6540926,0.6080596,0.57147865,0.55061055,0.53920095
4,0.5209912,0.53593115,0.55911265,0.5776643,0.6054833,0.64009825,0.66298565,0.6773288,0.68658315,0.68959635,0.69047665,0.7025227,0.75030205,0.7862916,0.7755138,0.7550838,0.73203055,0.6983545,0.6540926,0.6080596,0.57147865,0.55061055,0.53920095,0.5366979
5,0.53593115,0.55911265,0.5776643,0.6054833,0.64009825,0.66298565,0.6773288,0.68658315,0.68959635,0.69047665,0.7025227,0.75030205,0.7862916,0.7755138,0.7550838,0.73203055,0.6983545,0.6540926,0.6080596,0.57147865,0.55061055,0.53920095,0.5366979,0.5411545
6,0.55911265,0.5776643,0.6054833,0.64009825,0.66298565,0.6773288,0.68658315,0.68959635,0.69047665,0.7025227,0.75030205,0.7862916,0.7755138,0.7550838,0.73203055,0.6983545,0.6540926,0.6080596,0.57147865,0.55061055,0.53920095,0.5366979,0.5411545,0.56253795
7,0.5776643,0.6054833,0.64009825,0.66298565,0.6773288,0.68658315,0.68959635,0.69047665,0.7025227,0.75030205,0.7862916,0.7755138,0.7550838,0.73203055,0.6983545,0.6540926,0.6080596,0.57147865,0.55061055,0.53920095,0.5366979,0.5411545,0.56253795,0.5964436
8,0.6054833,0.64009825,0.66298565,0.6773288,0.68658315,0.68959635,0.69047665,0.7025227,0.75030205,0.7862916,0.7755138,0.7550838,0.73203055,0.6983545,0.6540926,0.6080596,0.57147865,0.55061055,0.53920095,0.5366979,0.5411545,0.56253795,0.5964436,0.62780715
9,0.64009825,0.66298565,0.6773288,0.68658315,0.68959635,0.69047665,0.7025227,0.75030205,0.7862916,0.7755138,0.7550838,0.73203055,0.6983545,0.6540926,0.6080596,0.57147865,0.55061055,0.53920095,0.5366979,0.5411545,0.56253795,0.5964436,0.62780715,0.6632547
10,0.66298565,0.6773288,0.68658315,0.68959635,0.69047665,0.7025227,0.75030205,0.7862916,0.7755138,0.7550838,0.73203055,0.6983545,0.6540926,0.6080596,0.57147865,0.55061055,0.53920095,0.5366979,0.5411545,0.56253795,0.5964436,0.62780715,0.6632547,0.68570795
11,0.6773288,0.68658315,0.68959635,0.69047665,0.7025227,0.75030205,0.7862916,0.7755138,0.7550838,0.73203055,0.6983545,0.6540926,0.6080596,0.57147865,0.55061055,0.53920095,0.5366979,0.5411545,0.56253795,0.5964436,0.62780715,0.6632547,0.68570795,0.69499895
12,0.68658315,0.68959635,0.69047665,0.7025227,0.75030205,0.7862916,0.7755138,0.7550838,0.73203055,0.6983545,0.6540926,0.6080596,0.57147865,0.55061055,0.53920095,0.5366979,0.5411545,0.56253795,0.5964436,0.62780715,0.6632547,0.68570795,0.69499895,0.69409525
13,0.68959635,0.69047665,0.7025227,0.75030205,0.7862916,0.7755138,0.7550838,0.73203055,0.6983545,0.6540926,0.6080596,0.57147865,0.55061055,0.53920095,0.5366979,0.5411545,0.56253795,0.5964436,0.62780715,0.6632547,0.68570795,0.69499895,0.69409525,0.6893045
14,0.69047665,0.7025227,0.75030205,0.7862916,0.7755138,0.7550838,0.73203055,0.6983545,0.6540926,0.6080596,0.57147865,0.55061055,0.53920095,0.5366979,0.5411545,0.56253795,0.5964436,0.62780715,0.6632547,0.68570795,0.69499895,0.69409525,0.6893045,0.6823874
15,0.7025227,0.75030205,0.7862916,0.7755138,0.7550838,0.73203055,0.6983545,0.6540926,0.6080596,0.57147865,0.55061055,0.53920095,0.5366979,0.5411545,0.56253795,0.5964436,0.62780715,0.6632547,0.68570795,0.69499895,0.69409525,0.6893045,0.6823874,0.68267235
16,0.75030205,0.7862916,0.7755138,0.7550838,0.73203055,0.6983545,0.6540926,0.6080596,0.57147865,0.55061055,0.53920095,0.5366979,0.5411545,0.56253795,0.5964436,0.62780715,0.6632547,0.68570795,0.69499895,0.69409525,0.6893045,0.6823874,0.68267235,0.6962472
17,0.7862916,0.7755138,0.7550838,0.73203055,0.6983545,0.6540926,0.6080596,0.57147865,0.55061055,0.53920095,0.5366979,0.5411545,0.56253795,0.5964436,0.62780715,0.6632547,0.68570795,0.69499895,0.69409525,0.6893045,0.6823874,0.68267235,0.6962472,0.7495684
18,0.7755138,0.7550838,0.73203055,0.6983545,0.6540926,0.6080596,0.57147865,0.55061055,0.53920095,0.5366979,0.5411545,0.56253795,0.5964436,0.62780715,0.6632547,0.68570795,0.69499895,0.69409525,0.6893045,0.6823874,0.68267235,0.6962472,0.7495684,0.7986156
19,0.7550838,0.73203055,0.6983545,0.6540926,0.6080596,0.57147865,0.55061055,0.53920095,0.5366979,0.5411545,0.56253795,0.5964436,0.62780715,0.6632547,0.68570795,0.69499895,0.69409525,0.6893045,0.6823874,0.68267235,0.6962472,0.7495684,0.7986156,0.79229855
20,0.73203055,0.6983545,0.6540926,0.6080596,0.57147865,0.55061055,0.53920095,0.5366979,0.5411545,0.56253795,0.5964436,0.62780715,0.6632547,0.68570795,0.69499895,0.69409525,0.6893045,0.6823874,0.68267235,0.6962472,0.7495684,0.7986156,0.79229855,0.7717996
21,0.6983545,0.6540926,0.6080596,0.57147865,0.55061055,0.53920095,0.5366979,0.5411545,0.56253795,0.5964436,0.62780715,0.6632547,0.68570795,0.69499895,0.69409525,0.6893045,0.6823874,0.68267235,0.6962472,0.7495684,0.7986156,0.79229855,0.7717996,0.74908265
22,0.6540926,0.6080596,0.57147865,0.55061055,0.53920095,0.5366979,0.5411545,0.56253795,0.5964436,0.62780715,0.6632547,0.68570795,0.69499895,0.69409525,0.6893045,0.6823874,0.68267235,0.6962472,0.7495684,0.7986156,0.79229855,0.7717996,0.74908265,0.71438585
23,0.6080596,0.57147865,0.55061055,0.53920095,0.5366979,0.5411545,0.56253795,0.5964436,0.62780715,0.6632547,0.68570795,0.69499895,0.69409525,0.6893045,0.6823874,0.68267235,0.6962472,0.7495684,0.7986156,0.79229855,0.7717996,0.74908265,0.71438585,0.66887485
24,0.57147865,0.55061055,0.53920095,0.5366979,0.5411545,0.56253795,0.5964436,0.62780715,0.6632547,0.68570795,0.69499895,0.69409525,0.6893045,0.6823874,0.68267235,0.6962472,0.7495684,0.7986156,0.79229855,0.7717996,0.74908265,0.71438585,0.66887485,0.62179305
